,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,salary,age_log,fnlwgt_log,capital_loss_log,hours_per_week_bins,native_country
25114,3,7,6.0,0,2,1,1,1,0,0,3.4965075614664802,12.106754946336215,0.0,2,2
25115,1,6,15.0,1,8,0,1,1,0,1,3.784189633918261,12.74857133975103,0.0,2,1
25117,5,3,9.0,1,3,0,1,1,0,0,3.912023005428146,11.644979516864126,0.0,2,1
25118,3,3,9.0,1,13,2,2,0,0,0,4.060443010546419,11.693169865968983,0.0,4,2
25119,3,3,9.0,0,12,3,1,1,0,0,3.8066624897703196,12.019363477231181,0.0,4,1
25120,3,5,10.0,2,10,2,1,0,0,0,3.044522437723423,12.530721691447715,0.0,2,1
25121,3,1,11.0,2,7,1,2,0,0,0,3.295836866004329,11.415224429346532,0.0,2,2
25122,3,3,9.0,1,1,0,1,1,0,1,4.07753744390572,11.643594013564568,0.0,3,1
25123,3,7,6.0,2,10,3,1,0,0,0,2.833213344056216,11.722659509374504,0.0,1,1
25124,2,3,9.0,2,9,3,1,1,0,0,3.5553480614894135,12.155968117963486,0.0,2,1
25125,5,4,14.0,2,3,1,1,0,0,0,3.7612001156935624,12.663405716205828,0.0,2,1
25126,5,6,16.0,2,8,1,1,1,0,1,3.58351893845611,12.747585560767742,0.0,2,2
25127,5,3,9.0,1,10,0,1,1,0,0,4.0943445622221,12.32108295183398,0.0,2,1
25128,3,5,10.0,1,2,0,2,1,0,0,4.0943445622221,11.908488374400186,0.0,2,1
25130,3,1,11.0,2,11,1,1,0,0,0,3.58351893845611,12.58972831404068,0.0,0,1
25131,0,5,10.0,2,0,3,1,0,0,0,3.044522437723423,12.623426798030753,0.0,2,1
25132,3,4,14.0,2,8,3,1,1,0,0,3.58351893845611,12.058372781048377,0.0,2,1
25133,3,7,7.0,2,10,3,2,0,0,0,2.9444389791664403,12.59143368091205,0.0,2,2
25134,3,5,10.0,2,10,3,1,0,0,0,2.8903717578961645,12.745657723017574,0.0,2,1
25135,3,5,10.0,1,10,0,1,1,0,0,4.0943445622221,11.323881362415447,0.0,3,1
25136,0,2,13.0,1,0,0,1,1,0,0,4.290459441148391,11.817472029092508,0.0,0,1
25137,3,5,10.0,2,10,3,1,0,0,0,2.9444389791664403,12.565385606839344,0.0,2,1
25138,3,2,13.0,1,3,0,1,1,0,0,3.4339872044851463,12.027657448966437,0.0,2,1
25139,5,5,10.0,0,7,1,1,0,0,0,3.4657359027997265,10.77924791403024,0.0,2,1
25140,5,5,10.0,1,3,0,1,1,0,1,4.174387269895637,11.621627391890419,7.684783943522785,0,1
25141,0,2,13.0,2,0,1,1,1,0,0,3.332204510175204,12.222241226691757,0.0,0,1
25142,3,7,8.0,1,7,5,1,0,0,0,3.2188758248682006,12.834462614374841,0.0,2,1
25143,0,7,6.0,2,0,3,1,0,0,0,3.332204510175204,11.269426133398946,0.0,2,1
25144,3,3,9.0,2,7,3,1,0,0,0,2.9444389791664403,12.586503666085362,0.0,2,1
25145,3,2,13.0,2,7,1,1,0,0,0,3.58351893845611,12.519437084506704,0.0,2,1
25146,3,5,10.0,2,5,3,1,1,0,0,2.995732273553991,10.972018569165781,0.0,1,1
25147,0,3,9.0,2,0,3,1,0,0,0,2.8903717578961645,12.2185741747531,0.0,2,1
25148,4,3,9.0,1,2,0,1,1,0,1,4.1588830833596715,12.51550764808298,0.0,2,1
25149,4,5,10.0,3,10,1,1,0,14084,1,4.143134726391533,10.5576859829575,0.0,4,1
25150,3,5,10.0,2,3,3,1,1,0,0,2.995732273553991,11.67519736395848,0.0,2,1
25151,3,2,13.0,1,11,5,1,0,0,1,3.6109179126442243,10.395405548374493,0.0,2,1
25152,5,2,13.0,1,12,0,1,1,0,0,3.6109179126442243,12.141059345036053,0.0,3,2
25153,3,6,15.0,2,8,1,1,1,0,0,3.4657359027997265,12.207686342820068,0.0,4,1
25154,2,5,10.0,1,2,0,1,1,0,1,4.02535169073515,12.38246834573315,0.0,2,1
25155,3,3,9.0,0,12,1,1,1,0,0,3.332204510175204,11.376406757618048,0.0,3,1
25157,3,3,9.0,1,2,0,0,1,7688,1,3.7376696182833684,11.734403630298704,0.0,3,1
25158,1,3,9.0,2,1,1,1,0,0,0,3.713572066704308,12.131435302515188,7.591357046698551,2,1
25159,3,3,9.0,1,5,0,1,1,0,0,3.912023005428146,12.18428705345825,0.0,3,1
25160,1,6,16.0,1,8,0,1,1,4386,1,3.9318256327243257,11.207350939676859,0.0,3,1
25161,3,5,10.0,1,7,0,1,1,0,0,3.5263605246161616,10.407802024686461,0.0,2,1
25162,3,3,9.0,1,2,0,0,1,0,0,3.6375861597263857,12.554236976724072,0.0,2,1
25163,3,3,9.0,1,6,0,1,1,0,0,3.9318256327243257,12.654424814440715,0.0,2,1
25164,3,3,9.0,1,2,0,0,1,0,1,3.6888794541139363,12.840854213290397,0.0,2,1
25165,3,3,9.0,0,8,1,1,1,0,0,3.6375861597263857,11.170364731008458,0.0,3,1
25166,3,3,9.0,0,6,3,1,0,0,0,3.367295829986474,11.589867987416367,0.0,2,1
25167,3,5,10.0,1,2,0,1,1,0,0,3.295836866004329,11.600615778097216,0.0,4,1
25168,3,2,13.0,1,10,0,1,1,7688,1,3.784189633918261,12.398843583548434,0.0,3,1
25169,3,3,9.0,2,6,3,1,1,0,0,2.9444389791664403,11.840501101083685,0.0,2,1
25170,3,1,11.0,1,12,0,1,1,0,1,3.4339872044851463,11.367807203093786,0.0,2,1
25171,3,5,10.0,2,10,2,1,0,0,0,3.4339872044851463,12.01192341678048,0.0,2,2
25172,5,2,13.0,1,4,0,1,1,0,0,3.912023005428146,11.875691818545278,0.0,5,1
25173,3,7,4.0,0,6,3,1,1,0,0,4.060443010546419,12.941845792474242,0.0,2,1
25174,3,5,10.0,1,2,0,1,1,2829,0,3.258096538021482,12.112739510085065,0.0,2,1
25175,3,3,9.0,2,2,1,0,1,0,0,3.258096538021482,12.578621922876682,0.0,2,1
25176,3,3,9.0,0,10,3,1,0,0,0,3.5263605246161616,11.613259368353763,0.0,2,1
25177,6,5,10.0,0,12,1,1,1,0,0,3.58351893845611,11.899941429409862,0.0,4,1
25178,3,5,10.0,2,1,1,1,0,0,0,2.995732273553991,11.387713654165296,0.0,2,1
25179,3,4,14.0,1,7,0,1,1,0,0,3.58351893845611,12.505147077918163,0.0,2,1
25180,2,4,14.0,1,8,5,1,0,3103,1,4.007333185232471,11.877214349159646,0.0,3,1
25181,3,2,13.0,2,3,3,1,0,3325,0,3.367295829986474,11.645338732726055,0.0,0,1
25182,3,5,10.0,1,2,0,1,1,0,0,3.970291913552122,12.14076582932952,0.0,4,1
25183,3,5,10.0,2,10,3,1,0,0,0,3.044522437723423,12.264190598864822,7.47477218239787,1,1
25184,3,6,15.0,2,8,1,1,0,0,0,4.04305126783455,12.044987981099986,0.0,2,1
25185,6,2,13.0,1,3,0,0,1,0,1,3.258096538021482,11.862440840253868,0.0,2,1
25186,3,1,11.0,2,11,3,1,0,0,0,3.6375861597263857,11.997337295764352,0.0,2,1
25188,3,3,9.0,1,1,5,1,0,0,0,3.7376696182833684,11.625798689427828,0.0,2,1
25189,3,4,14.0,2,8,3,1,0,0,0,3.6635616461296463,12.580810468987043,0.0,2,1
25190,3,5,10.0,2,2,3,1,1,0,0,3.1354942159291497,12.287039541394826,0.0,2,0
25191,3,5,10.0,1,3,0,1,1,0,0,3.5553480614894135,12.14441530314137,0.0,3,1
25192,3,7,7.0,1,2,0,1,1,0,0,3.332204510175204,11.797126485585354,0.0,3,1
25193,3,2,13.0,2,8,3,1,0,0,0,3.1780538303479458,12.13947868008019,0.0,1,1
25194,3,2,13.0,1,8,0,1,1,0,1,3.5263605246161616,12.624345384657312,0.0,2,1
25195,3,5,10.0,2,10,3,1,0,0,0,2.995732273553991,11.564682651743066,0.0,1,1
25196,2,7,4.0,1,9,0,1,1,2228,0,4.290459441148391,12.358239931159483,0.0,0,1
25197,3,2,13.0,1,3,0,1,1,7298,1,3.828641396489095,11.499201723750419,0.0,3,1
25198,3,5,10.0,2,1,3,1,0,0,0,3.044522437723423,10.42275742308478,0.0,1,1
25199,0,7,6.0,2,0,3,1,0,0,0,2.833213344056216,12.264931002536526,0.0,1,1
25200,3,3,9.0,1,12,0,1,1,0,0,3.332204510175204,12.522994294519114,0.0,4,1
25201,3,3,9.0,1,5,0,1,1,0,0,3.6375861597263857,10.475285972792834,7.622174594817622,2,1
25202,3,2,13.0,2,10,1,1,1,0,0,3.258096538021482,11.400047877903114,0.0,2,1
25203,3,2,13.0,1,3,0,1,1,0,1,3.713572066704308,11.4379324859288,0.0,4,1
25204,3,5,10.0,2,10,1,1,0,0,0,3.1354942159291497,12.527496506896245,7.5883236773352225,2,1
25205,3,7,4.0,2,7,1,1,1,0,0,3.1354942159291497,12.569607506343889,0.0,1,0
25206,3,7,6.0,3,6,3,1,0,0,0,3.871201010907891,11.844313369682077,0.0,3,1
25207,3,2,13.0,1,2,0,1,1,0,0,3.713572066704308,12.165807787447253,0.0,2,1
25208,3,2,13.0,1,1,5,1,0,0,0,3.4657359027997265,12.904428736132163,0.0,0,1
25209,3,7,8.0,1,2,2,1,1,0,0,3.4657359027997265,12.37388528856902,0.0,2,0
25210,2,3,9.0,0,5,1,0,0,0,0,4.04305126783455,12.157727632266374,0.0,2,1
25211,3,2,13.0,1,8,0,1,1,0,1,3.6635616461296463,12.557313853427893,7.551186867296149,3,1
25212,3,6,16.0,0,8,4,0,0,0,1,3.8066624897703196,12.0568415115358,8.008032846969307,2,1
25213,3,3,9.0,1,7,0,1,1,0,0,4.02535169073515,12.038440666645576,0.0,3,2
25214,0,3,9.0,1,0,0,1,1,0,0,3.1780538303479458,12.83860426673262,0.0,2,1
25215,3,0,12.0,2,3,1,1,1,0,0,3.1780538303479458,11.429532986406887,0.0,1,1
25216,3,4,14.0,3,9,1,2,1,0,0,3.8918202981106265,11.83768653566343,0.0,2,2
25217,5,3,9.0,1,8,5,1,0,3137,0,3.58351893845611,12.100134185116667,0.0,2,1
25218,2,0,12.0,2,1,4,0,0,0,0,3.295836866004329,11.726204521747228,0.0,2,1
25219,3,3,9.0,3,2,4,1,1,0,0,3.6635616461296463,12.06870533373726,0.0,2,1
25220,2,7,7.0,0,1,4,1,0,0,0,3.6635616461296463,12.154310820346577,0.0,2,1
25222,3,5,10.0,3,3,4,1,0,0,0,3.4011973816621555,11.678914367143285,0.0,3,1
25224,0,5,10.0,2,0,3,1,1,0,0,3.1780538303479458,12.011115596060591,0.0,2,1
25226,3,3,9.0,1,6,0,1,1,0,0,3.332204510175204,12.068688124847148,0.0,3,1
25227,3,2,13.0,2,10,3,1,0,0,0,3.1780538303479458,11.67302697486234,0.0,2,1
25228,3,5,10.0,0,2,4,1,1,0,0,3.6888794541139363,11.606069664368045,0.0,2,1
25229,6,5,10.0,0,1,2,1,0,4650,0,3.970291913552122,11.664504268929651,0.0,2,1
25230,3,5,10.0,2,10,1,0,1,0,0,3.367295829986474,12.382879021636018,0.0,3,2
25231,3,5,10.0,1,1,5,1,0,0,0,3.258096538021482,12.830815174425107,0.0,2,1
25233,2,3,9.0,1,5,0,1,1,0,0,3.912023005428146,12.353306602744032,0.0,2,1
25234,3,5,10.0,1,10,0,2,1,0,0,3.1780538303479458,10.82774645405946,0.0,2,1
25236,3,5,10.0,2,1,1,1,0,0,0,3.1354942159291497,12.194334016624785,0.0,1,2
25237,0,5,10.0,2,0,3,1,1,0,0,2.995732273553991,10.622180640063812,0.0,1,1
25238,3,1,11.0,3,8,1,1,1,0,0,3.4965075614664802,11.546698675077149,0.0,3,1
25239,3,5,10.0,1,3,5,1,0,0,1,3.970291913552122,12.75637087379908,0.0,2,1
25240,4,6,15.0,1,8,0,1,1,0,1,3.713572066704308,11.45225146693481,0.0,4,1
25241,0,3,9.0,1,0,0,1,1,0,0,3.9512437185814275,12.593682628727718,0.0,2,1
25242,3,3,9.0,2,8,3,0,1,0,0,3.091042453358316,11.05255528469273,0.0,2,1
25243,3,2,13.0,2,8,1,1,0,0,0,3.1354942159291497,12.950323977591282,0.0,2,1
25244,3,4,14.0,1,8,0,1,1,0,1,3.4339872044851463,12.121608929585333,7.551186867296149,2,1
25245,3,5,10.0,0,8,1,1,1,0,1,3.8501476017100584,12.704250623958801,0.0,3,1
25246,5,6,16.0,1,8,0,1,1,15024,1,3.713572066704308,12.06907812032126,0.0,3,1
25247,3,3,9.0,1,9,0,1,1,0,0,3.784189633918261,12.141982024070565,0.0,2,2
25248,3,2,13.0,2,8,3,1,0,0,0,3.332204510175204,11.645338732726055,0.0,0,1
25249,3,1,11.0,0,8,1,1,1,0,0,3.4657359027997265,12.367868313537404,0.0,2,1
25250,2,2,13.0,2,8,3,1,0,0,0,3.1780538303479458,11.54516997784845,0.0,3,1
25251,3,5,10.0,2,7,3,1,1,0,0,2.8903717578961645,12.230784770125306,0.0,1,1
25252,3,3,9.0,2,5,3,1,0,0,0,2.8903717578961645,11.453132996817873,0.0,1,1
25254,5,7,7.0,0,3,1,1,1,0,0,3.6375861597263857,12.450989430239938,0.0,3,1
25255,3,3,9.0,1,2,0,1,1,0,0,3.6375861597263857,12.329868677943685,0.0,2,1
25256,0,5,10.0,2,0,3,1,1,0,0,2.9444389791664403,12.670636506025545,0.0,2,1
25257,2,2,13.0,0,9,4,1,0,0,0,3.4965075614664802,11.699471419750619,0.0,4,2
25258,6,2,13.0,2,11,1,1,1,0,0,3.295836866004329,12.652973959492186,0.0,0,1
25259,3,3,9.0,1,2,0,1,1,0,0,3.5553480614894135,12.186777689347204,0.0,2,1
25260,6,4,14.0,1,8,0,1,1,0,0,3.4657359027997265,11.978211734952414,0.0,3,1
25261,2,7,6.0,1,3,0,1,1,0,0,4.23410650459726,11.718719377949325,0.0,1,1
25262,4,5,10.0,1,3,0,1,1,10605,1,4.219507705176107,12.112481487361165,0.0,1,1
25263,3,4,14.0,1,8,0,1,1,0,1,3.784189633918261,11.579649097013137,0.0,3,1
25264,5,3,9.0,1,3,0,1,1,0,1,4.07753744390572,12.091520011503432,0.0,3,1
25265,3,5,10.0,2,3,1,1,1,2174,0,3.6109179126442243,12.088740758091127,0.0,2,1
25266,3,3,9.0,2,1,2,0,1,0,0,3.332204510175204,12.661238614109092,0.0,2,2
25267,3,3,9.0,3,7,1,1,1,0,0,3.1780538303479458,12.280451652379245,0.0,2,1
25268,0,7,6.0,2,0,3,1,0,0,0,2.833213344056216,11.843544892987634,0.0,0,1
25269,6,1,11.0,0,1,1,0,0,0,0,3.8918202981106265,11.785255292467337,0.0,3,1
25270,3,7,6.0,1,12,0,1,1,0,1,4.110873864173311,11.876178724269083,0.0,3,1
25271,3,5,10.0,0,2,1,1,1,0,0,3.295836866004329,12.700055218130817,0.0,3,1
25272,3,2,13.0,2,1,1,1,1,0,0,3.332204510175204,12.523398468071639,0.0,3,1
25273,3,6,16.0,0,2,1,1,0,4787,1,3.9318256327243257,11.868618927413538,0.0,4,1
25274,3,3,9.0,1,1,0,1,1,0,0,4.23410650459726,12.251218080498148,0.0,2,1
25275,3,2,13.0,1,10,0,1,1,0,1,3.8918202981106265,12.4990780240133,0.0,1,1
25276,3,3,9.0,1,6,0,1,1,0,0,3.6888794541139363,12.274861496206295,0.0,3,1
25277,3,3,9.0,2,2,3,0,1,0,0,3.1780538303479458,12.273796712424906,0.0,2,1
25278,3,3,9.0,0,2,1,1,1,0,0,3.4339872044851463,12.113112701756247,0.0,3,1
25279,3,4,14.0,2,8,1,1,1,2329,0,4.276666119016055,11.588162799154508,0.0,4,1
25280,3,2,13.0,2,3,1,1,1,14084,1,3.4339872044851463,11.193133338600214,0.0,3,1
25281,3,2,13.0,2,3,3,1,1,0,0,3.1354942159291497,12.2349758931369,0.0,1,1
25282,3,5,10.0,2,7,3,1,0,0,0,2.9444389791664403,12.214749889123818,0.0,0,1
25283,3,1,11.0,1,10,5,1,0,0,1,3.2188758248682006,10.961885301035112,0.0,2,1
25284,3,5,10.0,2,10,1,0,0,0,0,3.58351893845611,11.786107924258207,0.0,2,1
25285,3,0,12.0,2,9,3,1,1,0,0,3.091042453358316,11.668218349376264,0.0,4,1
25287,3,4,14.0,1,8,0,1,1,0,0,4.110873864173311,12.35758699615057,0.0,3,1
25288,3,7,7.0,2,7,3,2,1,0,0,3.5263605246161616,11.200937038653903,0.0,2,2
25289,0,3,9.0,1,0,0,1,1,0,0,3.5263605246161616,11.804557227118288,0.0,1,1
25290,0,3,9.0,1,0,0,2,1,3818,0,4.174387269895637,12.094755535648023,0.0,2,1
25291,0,3,9.0,2,0,4,0,0,0,0,3.4965075614664802,12.154921446309784,0.0,1,1
25292,3,3,9.0,0,7,4,0,0,0,0,4.02535169073515,12.055662461318624,0.0,2,2
25293,3,2,13.0,0,8,1,1,0,0,1,3.6375861597263857,11.805318921402082,0.0,3,1
25294,3,3,9.0,0,2,4,1,1,0,0,3.4339872044851463,12.405525781886155,0.0,3,1
25295,4,5,10.0,1,12,0,0,1,0,0,3.4657359027997265,12.748024774088494,0.0,2,2
25296,3,2,13.0,1,6,0,1,1,0,0,3.6375861597263857,11.825024502268935,0.0,2,2
25297,3,5,10.0,1,10,2,1,1,0,0,3.6888794541139363,12.32233452481462,0.0,2,1
25298,3,5,10.0,2,1,1,1,0,0,0,3.1780538303479458,11.480856715444723,0.0,1,1
25299,3,5,10.0,2,7,3,1,1,0,0,2.995732273553991,11.451656260454994,0.0,0,1
25300,3,5,10.0,2,8,1,1,0,0,0,3.58351893845611,12.14935413491861,0.0,2,1
25301,3,2,13.0,1,5,0,0,1,0,1,3.7612001156935624,12.43924177239135,0.0,2,2
25302,2,5,10.0,1,9,0,1,1,0,1,3.8501476017100584,11.85398715392525,0.0,2,1
25303,3,0,12.0,2,11,1,1,0,0,0,3.4011973816621555,10.881023889847063,0.0,2,1
25304,0,5,10.0,2,0,3,1,1,0,0,3.091042453358316,10.396108471647272,0.0,3,1
25305,5,3,9.0,1,3,0,1,1,15024,1,4.060443010546419,11.447469189491613,0.0,4,1
25306,3,5,10.0,2,10,3,1,1,0,0,3.5553480614894135,12.339260854273844,0.0,3,1
25307,3,5,10.0,0,7,4,0,0,0,0,4.060443010546419,12.252183031823877,0.0,2,1
25308,3,0,12.0,1,12,5,1,0,0,1,3.4011973816621555,11.492038850372042,7.303843225277704,2,1
25309,3,5,10.0,2,8,1,1,1,0,0,3.4965075614664802,12.34169996516434,0.0,3,1
25310,3,5,10.0,1,2,0,1,1,0,0,3.4339872044851463,11.748005492256807,0.0,2,1
25311,3,3,9.0,0,3,4,1,0,0,0,3.7612001156935624,12.12209846975372,0.0,2,1
25313,3,4,14.0,1,3,0,1,1,0,1,3.4011973816621555,11.712120526765808,0.0,3,1
25314,4,3,9.0,1,1,5,1,0,0,1,3.8918202981106265,11.974676384088983,7.774015077250727,2,1
25315,0,3,9.0,1,0,0,1,1,0,0,3.9318256327243257,11.893585454159421,0.0,1,1
25316,3,2,13.0,1,11,5,1,0,0,1,3.784189633918261,11.988096967724918,0.0,1,1
25317,3,2,13.0,2,8,1,1,1,0,0,3.4011973816621555,11.97300501301827,0.0,3,2
25318,3,7,7.0,2,1,3,1,0,0,0,2.833213344056216,12.589428468050237,0.0,0,1
25319,2,2,13.0,1,9,0,0,1,0,1,3.4965075614664802,12.303335463150383,0.0,4,1
25320,3,6,16.0,1,8,5,1,0,0,0,3.6109179126442243,12.71681326568346,0.0,2,1
25321,3,7,7.0,2,10,3,1,1,0,0,2.833213344056216,11.796260603178313,0.0,0,1
25322,3,5,10.0,0,8,1,1,0,0,0,3.4657359027997265,10.660008513686648,0.0,2,1
25323,3,5,10.0,1,2,0,1,1,0,0,3.6375861597263857,12.138510892361857,0.0,3,1
25324,3,3,9.0,2,10,1,1,1,0,0,3.1354942159291497,12.305886305790107,7.372118028337787,3,1
25325,3,3,9.0,1,6,0,1,1,0,0,3.5263605246161616,12.563817017426928,0.0,3,1
25326,3,1,11.0,2,1,3,1,0,0,0,3.367295829986474,11.815220249789855,0.0,2,1
25327,6,4,14.0,1,8,0,1,1,0,1,3.8066624897703196,10.490412735357983,0.0,4,1
25328,3,3,9.0,1,6,0,1,1,0,0,3.9318256327243257,11.215529700330809,0.0,2,1
25329,3,5,10.0,2,7,2,1,0,0,0,3.1354942159291497,12.080996832096169,0.0,1,1
25330,3,7,8.0,2,10,4,0,0,0,0,3.332204510175204,12.582362944328738,0.0,2,1
25331,3,5,10.0,1,8,0,1,1,0,0,3.367295829986474,12.323224370840999,0.0,3,1
25332,3,0,12.0,2,8,1,1,0,0,0,3.2188758248682006,12.89248972971184,0.0,2,1
25333,5,2,13.0,0,3,1,1,0,3325,0,3.784189633918261,12.128419164713014,0.0,2,1
25334,3,2,13.0,1,8,0,1,1,0,1,3.4965075614664802,12.253757437095585,0.0,2,1
25335,3,0,12.0,2,7,3,1,1,0,0,3.044522437723423,12.112404616657651,0.0,2,1
25336,5,3,9.0,1,2,0,1,1,0,0,3.58351893845611,12.913231206637771,0.0,2,0
25337,3,3,9.0,2,5,3,1,1,0,0,3.1780538303479458,11.688188837952277,0.0,2,1
25338,3,7,4.0,2,2,1,1,1,0,0,3.4339872044851463,12.714031163072379,0.0,2,1
25339,3,7,8.0,2,5,3,1,1,0,0,2.833213344056216,12.049886562340845,0.0,1,1
25340,3,3,9.0,1,6,0,1,1,0,1,3.9512437185814275,12.167279840811018,0.0,2,1
25342,3,2,13.0,0,4,1,1,1,0,0,3.9512437185814275,12.16279451216889,0.0,2,1
25343,3,3,9.0,3,2,4,0,0,0,0,4.127134385045092,12.215666477201495,0.0,2,1
25344,3,3,9.0,3,11,1,1,0,0,0,3.332204510175204,12.18903329686058,0.0,2,1
25345,3,7,6.0,2,7,1,1,1,0,0,3.2188758248682006,12.238539835667675,0.0,1,2
25346,3,3,9.0,3,5,1,1,1,2463,0,3.5263605246161616,11.633548907293967,0.0,2,1
25347,3,5,10.0,0,1,1,1,1,0,0,3.4657359027997265,12.050675355674079,0.0,3,1
25348,3,3,9.0,2,7,4,1,1,0,0,3.1780538303479458,12.550378405547956,0.0,2,2
25349,3,4,14.0,1,3,0,1,1,0,1,3.5553480614894135,10.799983657082104,0.0,4,1
25350,3,5,10.0,1,2,0,1,1,0,0,3.8501476017100584,11.347932890298049,0.0,2,1
25351,3,2,13.0,2,11,1,1,1,0,0,3.4339872044851463,11.499221999911736,0.0,2,1
25352,3,2,13.0,1,3,0,1,1,15024,1,3.828641396489095,10.97990535569447,0.0,3,1
25353,1,2,13.0,1,3,0,1,1,0,1,4.007333185232471,11.887250721636999,0.0,2,1
25354,3,1,11.0,1,2,0,1,1,0,1,3.8066624897703196,11.538193521716945,0.0,2,2
25355,3,2,13.0,0,10,1,1,1,0,0,3.713572066704308,10.89592417858957,7.591357046698551,3,1
25356,3,1,11.0,2,8,3,2,1,0,0,3.1354942159291497,11.727899738414358,0.0,2,1
25357,1,3,9.0,2,1,4,1,0,0,0,3.6375861597263857,12.21412513702099,0.0,2,1
25358,3,3,9.0,2,7,3,1,0,0,0,2.8903717578961645,11.492345135341969,0.0,2,1
25359,3,5,10.0,2,1,1,1,0,0,0,4.1588830833596715,11.927442810997828,0.0,2,1
25360,3,3,9.0,2,1,1,1,0,0,0,3.713572066704308,11.704619628010848,0.0,2,1
25361,3,3,9.0,2,1,3,1,0,0,0,3.091042453358316,12.31501224860651,0.0,1,1
25362,3,2,13.0,1,8,2,1,1,0,0,3.4657359027997265,11.940321652566508,0.0,2,1
25363,3,3,9.0,2,1,4,0,0,0,0,3.6635616461296463,12.823404628224777,0.0,2,1
25364,6,4,14.0,1,3,0,1,1,0,1,3.970291913552122,10.983817058359136,0.0,2,1
25365,3,2,13.0,3,10,1,1,1,0,1,3.912023005428146,12.61494527477168,0.0,2,1
25366,3,3,9.0,1,8,0,2,1,0,0,3.58351893845611,11.66253441818193,0.0,2,2
25367,3,1,11.0,1,7,5,2,0,0,0,3.4339872044851463,12.887071331043295,0.0,1,0
25368,1,6,15.0,1,8,0,1,1,0,1,3.4657359027997265,11.622380586277067,0.0,2,1
25369,2,3,9.0,2,7,1,0,1,0,0,3.4965075614664802,12.61380518108074,0.0,2,1
25370,3,5,10.0,1,10,0,1,1,3942,0,3.713572066704308,12.143564062673073,0.0,2,1
25371,3,3,9.0,0,1,4,1,0,0,0,3.871201010907891,12.240754226237428,0.0,2,1
25372,3,3,9.0,3,6,1,1,1,0,0,3.4965075614664802,11.354574308814852,0.0,2,1
25373,3,3,9.0,1,2,0,1,1,0,0,3.6375861597263857,12.409380769010273,0.0,2,2
25374,3,1,11.0,1,11,0,1,1,0,1,4.02535169073515,12.085434914104347,0.0,2,1
25375,3,7,7.0,3,7,4,0,0,0,0,3.6109179126442243,12.738461111211112,0.0,2,1
25376,3,3,9.0,3,7,4,1,0,0,0,3.4965075614664802,12.596928218865445,0.0,2,2
25378,3,1,11.0,2,2,1,1,1,0,0,3.4657359027997265,10.566098203034423,0.0,2,1
25379,2,5,10.0,2,4,1,1,1,0,0,3.367295829986474,11.800560036293849,0.0,2,1
25380,3,3,9.0,2,3,3,1,1,0,0,3.2188758248682006,12.170709681684146,0.0,1,1
25381,3,0,12.0,2,11,3,1,0,0,0,3.2188758248682006,12.109925115245767,0.0,2,1
25382,5,2,13.0,1,8,0,1,1,0,1,3.4339872044851463,12.087711317695096,0.0,2,1
25383,3,7,7.0,2,7,3,1,1,0,0,2.8903717578961645,11.050445462134519,0.0,1,1
25384,0,5,10.0,2,0,3,1,1,0,0,3.044522437723423,12.276694190008946,0.0,1,1
25385,2,1,11.0,1,9,0,1,1,0,1,3.6109179126442243,12.426781234728832,0.0,2,1
25386,3,7,6.0,1,6,0,1,1,0,1,3.8501476017100584,12.091452726940167,0.0,3,1
25387,3,5,10.0,1,3,0,1,1,7298,1,3.8066624897703196,10.446364016467252,0.0,2,1
25388,5,5,10.0,1,3,0,1,1,0,0,4.290459441148391,12.15518979321554,0.0,2,1
25389,3,2,13.0,1,3,0,1,1,15024,1,3.7376696182833684,11.494873504362479,0.0,3,1
25390,0,5,10.0,2,0,3,1,1,0,0,3.044522437723423,12.908823562232813,0.0,2,1
25391,5,5,10.0,0,10,4,1,1,0,0,3.6635616461296463,11.574462611485798,0.0,3,1
25392,3,7,3.0,1,6,0,1,1,0,0,3.332204510175204,12.538020376279942,0.0,2,0
25393,2,4,14.0,1,3,0,1,1,0,0,3.713572066704308,11.884454538049548,0.0,3,1
25394,6,2,13.0,3,8,1,1,0,0,0,4.02535169073515,11.334946465610393,0.0,2,2
25395,3,5,10.0,1,10,0,1,1,0,0,3.58351893845611,12.447028609682857,0.0,3,1
25396,3,7,7.0,1,2,0,1,1,0,0,3.8066624897703196,12.523278325429413,0.0,2,2
25397,3,3,9.0,0,7,1,1,1,0,0,3.6888794541139363,12.06907812032126,0.0,4,2
25398,3,5,10.0,2,3,3,1,0,0,0,3.332204510175204,12.42485068183474,0.0,2,2
25399,2,4,14.0,1,3,0,1,1,7688,1,3.970291913552122,12.219645121359951,0.0,4,1
25401,3,3,9.0,2,2,3,1,1,0,0,3.258096538021482,11.822070550220833,0.0,2,1
25402,3,3,9.0,3,7,1,1,0,0,0,3.58351893845611,11.769604367583613,0.0,2,1
25403,3,4,14.0,1,8,0,1,1,5556,1,4.174387269895637,12.748838699229063,0.0,3,1
25404,0,5,10.0,2,0,1,1,1,0,0,2.995732273553991,11.647080413143575,0.0,2,1
25405,3,7,3.0,1,12,0,2,1,0,0,4.356708826689592,11.567281065707778,0.0,2,1
25406,3,5,10.0,2,1,3,1,1,0,0,2.995732273553991,11.989730909334892,0.0,0,1
25407,3,3,9.0,1,5,0,1,1,0,0,3.5263605246161616,12.171921062599283,0.0,2,1
